,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,RainfallTomorrow,Month
64455,2009-10-12,MelbourneAirport,9.9,22.2,1.2,6.0,5.8,N,80.0,N,WNW,31.0,31.0,54.0,39.0,1001.4,997.2,6.0,6.0,14.9,21.1,Yes,No,0.0,10
64456,2009-10-13,MelbourneAirport,7.8,18.9,0.0,7.6,4.1,WNW,69.0,N,NW,43.0,37.0,83.0,31.0,995.2,992.6,7.0,7.0,8.4,18.5,No,Yes,1.4,10
64457,2009-10-14,MelbourneAirport,8.0,16.4,1.4,5.4,2.8,WSW,72.0,W,WSW,24.0,37.0,70.0,74.0,1000.5,1002.7,6.0,7.0,10.6,12.5,Yes,Yes,1.4,10
64458,2009-10-15,MelbourneAirport,9.6,15.1,1.4,2.2,2.5,SW,81.0,N,SW,17.0,41.0,75.0,54.0,1005.6,1007.2,7.0,6.0,12.0,13.8,Yes,Yes,1.6,10
64459,2009-10-16,MelbourneAirport,5.2,16.8,1.6,2.4,2.0,SW,44.0,SW,S,20.0,20.0,79.0,60.0,1016.3,1017.4,7.0,7.0,11.0,14.8,Yes,No,0.2,10
64460,2009-10-17,MelbourneAirport,8.1,13.9,0.2,2.2,2.1,SW,33.0,SW,S,20.0,19.0,75.0,64.0,1025.2,1025.7,7.0,7.0,11.5,12.9,No,No,0.2,10
64461,2009-10-18,MelbourneAirport,4.3,16.2,0.2,2.2,6.8,SW,28.0,SW,WSW,15.0,13.0,55.0,46.0,1028.4,1027.7,6.0,7.0,11.7,14.7,No,No,0.0,10
64462,2009-10-19,MelbourneAirport,7.3,22.7,0.0,3.4,10.7,E,30.0,ENE,S,6.0,4.0,64.0,34.0,1027.7,1023.6,7.0,1.0,13.3,20.7,No,No,0.0,10
64463,2009-10-20,MelbourneAirport,11.6,28.8,0.0,7.2,8.1,N,74.0,N,N,46.0,20.0,32.0,15.0,1017.9,1015.3,1.0,7.0,19.3,28.6,No,No,0.0,10
64464,2009-10-21,MelbourneAirport,12.0,18.1,0.0,8.4,8.6,SSE,35.0,S,S,19.0,22.0,79.0,44.0,1021.8,1022.0,7.0,2.0,13.6,16.7,No,No,0.0,10
64465,2009-10-22,MelbourneAirport,5.6,19.2,0.0,5.0,11.4,SSE,33.0,SSE,S,24.0,15.0,61.0,47.0,1023.8,1021.7,1.0,1.0,12.7,18.0,No,No,0.0,10
64466,2009-10-23,MelbourneAirport,9.1,18.3,0.0,5.2,9.8,S,37.0,S,S,17.0,24.0,69.0,41.0,1022.7,1022.2,7.0,2.0,12.8,16.7,No,No,0.0,10
64467,2009-10-24,MelbourneAirport,3.3,20.4,0.0,4.6,12.6,SSE,39.0,NE,SSE,6.0,20.0,66.0,47.0,1020.7,1018.6,1.0,1.0,12.5,18.6,No,No,0.2,10
64468,2009-10-25,MelbourneAirport,9.4,16.1,0.2,5.8,8.7,SSE,56.0,SSE,S,31.0,41.0,57.0,39.0,1021.1,1022.1,7.0,4.0,11.5,14.6,No,No,0.0,10
64469,2009-10-26,MelbourneAirport,5.9,20.1,0.0,5.6,12.7,SSE,52.0,SSE,S,31.0,31.0,54.0,32.0,1027.4,1025.4,1.0,1.0,13.2,20.0,No,No,0.0,10
64470,2009-10-27,MelbourneAirport,6.7,23.5,0.0,6.6,12.2,SSE,33.0,W,S,9.0,19.0,68.0,39.0,1027.9,1024.2,1.0,7.0,13.4,21.7,No,No,0.0,10
64471,2009-10-28,MelbourneAirport,9.6,22.2,0.0,6.8,4.6,SSW,33.0,SW,S,7.0,19.0,80.0,50.0,1027.1,1023.5,8.0,7.0,13.3,19.9,No,No,0.0,10
64472,2009-10-29,MelbourneAirport,8.5,30.3,0.0,4.0,9.2,SSW,46.0,E,SSW,7.0,17.0,68.0,63.0,1022.6,1019.2,3.0,7.0,17.1,23.0,No,No,0.4,10
64473,2009-10-30,MelbourneAirport,16.6,27.7,0.4,6.2,0.2,N,65.0,N,NE,24.0,24.0,64.0,59.0,1019.9,1018.3,7.0,7.0,20.2,25.1,No,Yes,8.4,10
64474,2009-10-31,MelbourneAirport,16.9,33.8,8.4,3.0,11.7,N,50.0,N,NW,28.0,22.0,52.0,30.0,1020.0,1017.0,1.0,3.0,24.3,32.1,Yes,Yes,1.6,10
64475,2009-11-01,MelbourneAirport,14.3,19.1,1.6,8.6,1.4,SSW,30.0,SSW,S,11.0,19.0,99.0,80.0,1021.6,1022.2,8.0,8.0,14.6,16.9,Yes,No,0.0,11
64476,2009-11-02,MelbourneAirport,12.1,29.4,0.0,1.8,9.1,N,50.0,SSW,SE,9.0,17.0,79.0,38.0,1021.8,1016.7,7.0,7.0,15.3,25.1,No,No,0.8,11
64477,2009-11-03,MelbourneAirport,13.5,22.0,0.8,7.0,5.9,WSW,61.0,SW,WSW,9.0,46.0,66.0,44.0,1010.0,1013.0,2.0,7.0,15.2,18.4,No,No,0.0,11
64478,2009-11-04,MelbourneAirport,7.4,17.9,0.0,6.8,3.7,SW,37.0,WSW,WSW,20.0,22.0,61.0,42.0,1019.7,1019.2,6.0,7.0,13.4,17.1,No,No,0.0,11
64479,2009-11-05,MelbourneAirport,10.3,18.2,0.0,4.8,8.9,SSE,43.0,S,S,22.0,26.0,57.0,47.0,1024.6,1023.8,7.0,4.0,12.4,15.7,No,No,0.0,11
64480,2009-11-06,MelbourneAirport,6.8,24.6,0.0,6.0,13.2,S,39.0,WSW,SSE,9.0,26.0,67.0,36.0,1026.9,1022.7,1.0,1.0,12.3,23.9,No,No,0.0,11
64481,2009-11-07,MelbourneAirport,9.5,31.4,0.0,5.4,12.0,N,56.0,N,N,43.0,22.0,44.0,26.0,1026.4,1025.1,5.0,5.0,22.4,29.7,No,No,0.0,11
64482,2009-11-08,MelbourneAirport,17.7,33.4,0.0,12.0,13.2,N,54.0,N,NNE,39.0,19.0,37.0,21.0,1027.9,1025.4,0.0,1.0,24.9,32.4,No,No,0.0,11
64483,2009-11-09,MelbourneAirport,17.3,34.8,0.0,8.0,13.0,N,41.0,N,SSW,28.0,17.0,28.0,19.0,1024.0,1020.9,0.0,1.0,28.0,34.2,No,No,0.0,11
64484,2009-11-10,MelbourneAirport,17.9,35.7,0.0,11.8,13.0,N,41.0,N,SSE,13.0,26.0,27.0,16.0,1020.2,1017.5,1.0,3.0,28.6,35.2,No,No,0.0,11
64485,2009-11-11,MelbourneAirport,16.6,34.7,0.0,11.6,12.8,SSE,33.0,SSW,SSE,11.0,17.0,40.0,18.0,1020.6,1018.9,3.0,6.0,25.7,33.8,No,No,0.0,11
64486,2009-11-12,MelbourneAirport,16.2,31.8,0.0,10.4,11.2,SSE,41.0,E,SE,0.0,31.0,38.0,30.0,1018.7,1018.3,5.0,6.0,24.4,28.4,No,No,0.0,11
64487,2009-11-13,MelbourneAirport,11.9,28.5,0.0,7.4,10.3,S,31.0,SSW,SSE,9.0,17.0,76.0,36.0,1021.4,1016.7,8.0,4.0,16.3,26.7,No,No,0.0,11
64488,2009-11-14,MelbourneAirport,14.6,32.8,0.0,7.4,12.0,N,46.0,N,SSE,35.0,19.0,34.0,23.0,1013.2,1012.5,1.0,6.0,26.2,29.1,No,No,0.0,11
64489,2009-11-15,MelbourneAirport,12.3,27.3,0.0,9.8,12.0,S,26.0,SSW,SSE,11.0,13.0,67.0,30.0,1013.8,1010.9,3.0,5.0,16.3,25.1,No,No,0.0,11
64490,2009-11-16,MelbourneAirport,16.2,23.8,0.0,8.0,7.8,SSW,50.0,SW,SSE,31.0,24.0,63.0,48.0,1009.2,1007.8,7.0,1.0,18.6,20.8,No,No,0.0,11
64491,2009-11-17,MelbourneAirport,13.5,22.3,0.0,7.6,8.7,S,39.0,SSE,SSE,20.0,26.0,50.0,43.0,1011.7,1010.1,7.0,1.0,16.2,20.7,No,No,0.0,11
64492,2009-11-18,MelbourneAirport,13.2,34.2,0.0,5.0,9.0,N,43.0,NNE,N,13.0,24.0,68.0,17.0,1009.2,1005.8,1.0,7.0,17.1,31.5,No,No,0.0,11
64493,2009-11-19,MelbourneAirport,17.1,33.8,0.0,14.6,11.6,N,74.0,NW,SSE,33.0,20.0,15.0,17.0,1005.4,1006.7,7.0,6.0,31.6,31.4,No,No,0.0,11
64494,2009-11-20,MelbourneAirport,20.3,38.0,0.0,14.2,1.8,SW,94.0,N,WSW,20.0,35.0,11.0,29.0,1005.0,1007.6,7.0,7.0,32.3,27.4,No,Yes,1.4,11
64495,2009-11-21,MelbourneAirport,16.7,25.6,1.4,6.2,0.0,N,35.0,S,NNW,9.0,19.0,88.0,54.0,1010.0,1006.4,8.0,8.0,17.5,25.0,Yes,Yes,56.8,11
64496,2009-11-22,MelbourneAirport,15.0,18.0,56.8,8.6,1.6,SW,56.0,SE,SSW,15.0,20.0,96.0,75.0,999.8,1007.9,8.0,7.0,15.0,16.7,Yes,Yes,18.0,11
64497,2009-11-23,MelbourneAirport,8.7,20.6,18.0,5.6,10.9,SSW,37.0,SW,S,13.0,24.0,54.0,46.0,1024.3,1024.0,6.0,6.0,13.8,18.8,Yes,No,0.0,11
64498,2009-11-24,MelbourneAirport,9.3,25.1,0.0,6.0,13.0,S,35.0,NE,S,2.0,9.0,65.0,22.0,1026.9,1023.0,7.0,3.0,15.0,24.2,No,No,0.0,11
64499,2009-11-25,MelbourneAirport,12.6,26.8,0.0,6.4,8.8,SSE,33.0,E,SE,7.0,20.0,52.0,38.0,1022.1,1018.4,5.0,5.0,18.7,25.4,No,Yes,7.0,11
64500,2009-11-26,MelbourneAirport,15.7,26.7,7.0,6.2,1.5,NW,48.0,N,NW,11.0,11.0,93.0,87.0,1012.9,1007.5,8.0,7.0,18.4,21.5,Yes,Yes,2.6,11
64501,2009-11-27,MelbourneAirport,17.5,27.1,2.6,2.8,6.0,NNE,46.0,N,N,26.0,30.0,73.0,56.0,1007.7,1006.6,7.0,7.0,19.6,25.3,Yes,Yes,5.0,11
64502,2009-11-28,MelbourneAirport,14.1,22.2,5.0,6.6,6.9,N,56.0,NNW,N,28.0,37.0,56.0,36.0,1003.8,1000.4,3.0,7.0,17.8,21.2,Yes,Yes,14.4,11
64503,2009-11-29,MelbourneAirport,12.2,19.2,14.4,6.8,7.1,SW,48.0,SW,SSW,13.0,31.0,84.0,67.0,1002.0,1004.5,7.0,6.0,14.8,18.0,Yes,Yes,9.4,11
64504,2009-11-30,MelbourneAirport,12.7,19.6,9.4,4.6,10.3,S,52.0,SE,SSE,28.0,33.0,70.0,51.0,1015.1,1015.2,7.0,6.0,14.5,18.1,Yes,No,0.0,11
64505,2009-12-01,MelbourneAirport,9.3,21.4,0.0,5.6,12.3,SE,61.0,ESE,SE,31.0,26.0,55.0,40.0,1021.9,1020.0,1.0,1.0,15.2,20.3,No,No,0.0,12
64506,2009-12-02,MelbourneAirport,9.7,27.9,0.0,6.8,12.7,N,41.0,NNE,N,11.0,13.0,61.0,20.0,1021.1,1018.0,1.0,1.0,16.3,26.5,No,No,0.0,12
64507,2009-12-03,MelbourneAirport,16.1,32.6,0.0,11.6,6.5,SW,69.0,N,NW,41.0,30.0,32.0,12.0,1014.7,1010.6,7.0,7.0,22.3,30.4,No,No,0.0,12
64508,2009-12-04,MelbourneAirport,8.4,21.2,0.0,8.4,10.7,S,33.0,WSW,ESE,13.0,17.0,57.0,39.0,1020.7,1018.1,5.0,7.0,14.2,18.9,No,No,0.0,12
64509,2009-12-05,MelbourneAirport,10.6,20.4,0.0,5.8,6.1,SSW,52.0,WSW,SSE,20.0,19.0,65.0,56.0,1016.8,1016.7,6.0,7.0,15.5,18.8,No,No,0.0,12
64510,2009-12-06,MelbourneAirport,9.3,26.0,0.0,3.2,12.6,SSE,39.0,WSW,NW,11.0,13.0,69.0,37.0,1017.8,1013.7,7.0,2.0,15.5,23.4,No,No,0.0,12
64511,2009-12-07,MelbourneAirport,14.3,23.0,0.0,7.0,10.2,S,43.0,NNE,S,11.0,31.0,67.0,51.0,1013.0,1012.9,6.0,6.0,18.1,21.3,No,Yes,7.8,12
64512,2009-12-08,MelbourneAirport,13.0,15.8,7.8,6.8,1.5,SW,48.0,SW,SSW,35.0,17.0,96.0,78.0,1008.9,1009.3,8.0,8.0,13.0,13.8,Yes,Yes,10.8,12
64513,2009-12-09,MelbourneAirport,7.7,23.9,10.8,2.8,13.2,NW,41.0,NNW,NNW,13.0,20.0,57.0,34.0,1011.8,1008.0,1.0,1.0,14.5,21.7,Yes,No,0.0,12
64514,2009-12-10,MelbourneAirport,12.2,24.1,0.0,7.4,4.6,W,63.0,NW,SW,20.0,43.0,42.0,79.0,1007.4,1004.9,7.0,7.0,19.0,17.3,No,Yes,7.2,12
64515,2009-12-11,MelbourneAirport,9.0,19.6,7.2,6.6,10.0,WSW,44.0,W,WSW,31.0,28.0,61.0,40.0,1017.3,1018.1,5.0,6.0,13.2,18.2,Yes,No,0.0,12
64516,2009-12-12,MelbourneAirport,12.4,21.6,0.0,5.8,3.8,W,52.0,WSW,W,30.0,20.0,67.0,48.0,1019.2,1017.9,7.0,7.0,15.8,20.2,No,No,0.2,12
64517,2009-12-13,MelbourneAirport,12.9,20.1,0.2,3.4,4.0,SSE,39.0,SSW,SSE,28.0,20.0,94.0,65.0,1020.7,1020.1,7.0,7.0,13.2,18.8,No,No,0.0,12
64518,2009-12-14,MelbourneAirport,13.2,19.8,0.0,4.6,11.3,S,37.0,SSE,SE,15.0,20.0,57.0,51.0,1022.4,1021.9,6.0,2.0,14.9,18.9,No,No,0.0,12
64519,2009-12-15,MelbourneAirport,10.3,29.9,0.0,6.0,12.9,SSE,30.0,SSW,NE,6.0,6.0,72.0,21.0,1020.8,1016.4,2.0,0.0,16.2,28.8,No,No,0.0,12
64520,2009-12-16,MelbourneAirport,16.1,37.9,0.0,10.8,12.1,N,59.0,N,NW,37.0,35.0,17.0,10.0,1013.1,1009.9,5.0,5.0,29.1,37.1,No,No,0.0,12
64521,2009-12-17,MelbourneAirport,18.3,21.8,0.0,15.2,0.5,WSW,63.0,WSW,N,15.0,11.0,61.0,85.0,1008.8,1008.1,7.0,8.0,21.6,20.5,No,Yes,8.8,12
64522,2009-12-18,MelbourneAirport,8.4,23.3,8.8,3.0,13.4,W,37.0,WSW,WSW,17.0,17.0,63.0,39.0,1018.8,1016.2,1.0,1.0,13.8,21.4,Yes,No,0.0,12
64523,2009-12-19,MelbourneAirport,13.5,20.3,0.0,7.4,8.1,SSW,43.0,SW,SSE,19.0,24.0,68.0,52.0,1019.3,1019.9,7.0,5.0,14.8,18.7,No,No,0.0,12
64524,2009-12-20,MelbourneAirport,13.3,21.7,0.0,6.0,11.2,S,35.0,SSE,S,11.0,13.0,54.0,44.0,1020.3,1017.9,6.0,7.0,15.5,21.0,No,No,0.0,12
64525,2009-12-21,MelbourneAirport,9.7,27.3,0.0,5.6,13.5,SE,31.0,NNE,SE,4.0,19.0,74.0,33.0,1014.4,1011.3,7.0,7.0,16.1,26.6,No,No,0.0,12
64526,2009-12-22,MelbourneAirport,12.8,26.4,0.0,7.4,11.1,S,33.0,SSW,SSE,7.0,15.0,79.0,41.0,1013.5,1011.8,6.0,2.0,16.7,24.7,No,No,0.0,12
64527,2009-12-23,MelbourneAirport,13.1,38.6,0.0,6.2,11.3,NW,59.0,E,NW,7.0,26.0,66.0,13.0,1010.4,1006.5,2.0,4.0,20.5,35.7,No,No,0.0,12
64528,2009-12-24,MelbourneAirport,20.3,26.2,0.0,14.6,0.0,N,56.0,NE,NE,6.0,19.0,42.0,65.0,1003.5,1007.1,8.0,8.0,25.9,23.5,No,Yes,2.6,12
64529,2009-12-25,MelbourneAirport,12.5,19.9,2.6,1.0,8.0,SSE,50.0,SSW,SSE,17.0,31.0,71.0,44.0,1016.0,1015.7,7.0,3.0,14.2,18.4,Yes,No,0.0,12
64530,2009-12-26,MelbourneAirport,11.5,20.9,0.0,6.8,13.0,SSE,46.0,SSE,SSE,22.0,28.0,55.0,48.0,1019.0,1017.9,1.0,0.0,16.0,20.1,No,No,0.0,12
64531,2009-12-27,MelbourneAirport,11.5,23.6,0.0,6.8,4.5,S,37.0,WSW,SSE,6.0,24.0,77.0,55.0,1018.7,1016.7,7.0,7.0,16.7,22.4,No,No,0.0,12
64532,2009-12-28,MelbourneAirport,16.3,25.2,0.0,5.0,10.1,SSE,35.0,SSW,S,13.0,15.0,80.0,38.0,1018.8,1018.5,8.0,1.0,17.7,23.5,No,No,0.0,12
64533,2009-12-29,MelbourneAirport,14.0,25.2,0.0,7.0,12.4,SSE,39.0,SE,SSE,13.0,26.0,66.0,50.0,1023.6,1022.4,5.0,0.0,18.9,24.4,No,No,0.0,12
64534,2009-12-30,MelbourneAirport,14.5,36.8,0.0,7.6,12.3,NNE,54.0,NE,NNW,9.0,22.0,71.0,17.0,1021.6,1015.8,0.0,1.0,20.0,35.7,No,No,0.0,12
64535,2009-12-31,MelbourneAirport,20.0,36.2,0.0,15.8,10.1,WSW,76.0,N,N,41.0,41.0,43.0,26.0,1012.8,1008.1,1.0,6.0,28.9,35.1,No,Yes,14.0,12
64536,2010-01-01,MelbourneAirport,18.6,18.7,14.0,15.4,0.0,NNE,63.0,SSE,S,11.0,15.0,95.0,91.0,1011.0,1009.5,8.0,8.0,18.6,17.4,Yes,Yes,8.2,1
64537,2010-01-02,MelbourneAirport,13.8,20.1,8.2,0.6,3.2,S,54.0,SW,SSE,22.0,28.0,84.0,60.0,1011.7,1012.6,7.0,7.0,14.8,18.4,Yes,No,0.0,1
64538,2010-01-03,MelbourneAirport,10.9,19.5,0.0,6.0,6.5,SSE,44.0,SSW,SSE,24.0,28.0,63.0,55.0,1019.7,1019.2,7.0,7.0,13.7,17.7,No,No,0.0,1
64539,2010-01-04,MelbourneAirport,11.9,26.5,0.0,5.2,13.8,SSE,33.0,SE,SSE,9.0,9.0,62.0,36.0,1018.9,1014.9,2.0,6.0,16.2,24.6,No,No,0.0,1
64540,2010-01-05,MelbourneAirport,13.5,24.6,0.0,6.4,13.9,SSW,41.0,ENE,S,6.0,28.0,71.0,58.0,1014.1,1014.8,2.0,3.0,19.7,22.9,No,No,0.0,1
64541,2010-01-06,MelbourneAirport,14.0,21.8,0.0,8.0,9.4,SSE,39.0,SSW,SSE,15.0,24.0,74.0,49.0,1018.6,1018.0,7.0,6.0,15.6,20.6,No,No,0.0,1
64542,2010-01-07,MelbourneAirport,12.4,23.8,0.0,6.2,13.0,SSE,35.0,SE,S,17.0,22.0,56.0,42.0,1019.1,1017.3,2.0,0.0,16.9,22.9,No,No,0.0,1
64543,2010-01-08,MelbourneAirport,12.0,34.8,0.0,6.6,11.3,N,57.0,NNE,N,9.0,26.0,58.0,19.0,1017.2,1013.9,1.0,7.0,21.3,33.4,No,No,0.0,1
64544,2010-01-09,MelbourneAirport,19.2,38.2,0.0,12.6,13.7,W,41.0,N,S,35.0,30.0,27.0,35.0,1013.8,1015.0,6.0,1.0,29.9,27.5,No,No,0.0,1
64545,2010-01-10,MelbourneAirport,14.7,32.0,0.0,11.4,13.2,S,30.0,S,S,6.0,9.0,69.0,31.0,1017.8,1014.9,1.0,1.0,19.5,30.6,No,No,0.0,1
64546,2010-01-11,MelbourneAirport,15.5,42.5,0.0,8.4,11.7,N,59.0,N,NNW,35.0,28.0,35.0,13.0,1011.7,1006.8,1.0,1.0,29.5,41.3,No,No,0.0,1
64547,2010-01-12,MelbourneAirport,28.8,35.5,0.0,19.4,2.7,WSW,65.0,WSW,WNW,20.0,30.0,41.0,33.0,1004.9,1004.9,7.0,7.0,28.9,33.9,No,Yes,1.4,1
64548,2010-01-13,MelbourneAirport,14.5,20.7,1.4,7.6,5.7,S,48.0,S,SSE,15.0,30.0,65.0,46.0,1015.8,1016.9,7.0,7.0,16.4,19.0,Yes,No,0.0,1
64549,2010-01-14,MelbourneAirport,13.3,21.9,0.0,5.0,13.4,SSE,43.0,SSE,S,19.0,24.0,50.0,43.0,1019.7,1018.8,3.0,1.0,16.8,20.6,No,No,0.0,1
64550,2010-01-15,MelbourneAirport,13.2,26.7,0.0,9.2,12.0,S,31.0,SSE,S,11.0,15.0,64.0,40.0,1017.7,1014.1,5.0,3.0,17.5,26.2,No,No,0.0,1
64551,2010-01-16,MelbourneAirport,12.7,33.8,0.0,8.0,12.3,SW,56.0,NNE,S,9.0,33.0,56.0,43.0,1008.3,1006.1,1.0,6.0,22.3,27.2,No,No,0.0,1
64552,2010-01-17,MelbourneAirport,10.5,20.9,0.0,11.4,9.3,WSW,69.0,W,WSW,24.0,39.0,52.0,29.0,1009.8,1008.9,3.0,7.0,16.3,18.8,No,No,0.8,1
64553,2010-01-18,MelbourneAirport,8.7,19.6,0.8,7.8,7.0,SW,57.0,SW,SSW,43.0,31.0,64.0,45.0,1010.1,1011.6,5.0,7.0,13.3,17.9,No,Yes,2.4,1
64554,2010-01-19,MelbourneAirport,10.4,22.8,2.4,5.2,9.2,WSW,44.0,WSW,WSW,20.0,20.0,57.0,34.0,1014.5,1012.2,7.0,3.0,13.4,21.2,Yes,No,0.0,1
64555,2010-01-20,MelbourneAirport,11.7,28.3,0.0,6.4,10.6,SSE,39.0,NW,SSE,13.0,20.0,66.0,25.0,1011.9,1009.5,2.0,7.0,17.3,26.5,No,No,0.0,1
64556,2010-01-21,MelbourneAirport,15.0,28.7,0.0,7.6,8.3,S,37.0,SSE,SSE,6.0,17.0,75.0,36.0,1012.1,1009.3,7.0,4.0,17.2,27.0,No,No,0.0,1
64557,2010-01-22,MelbourneAirport,17.2,38.4,0.0,10.0,1.0,NNW,70.0,N,N,41.0,26.0,24.0,11.0,1004.8,1002.9,7.0,7.0,28.0,34.0,No,No,0.0,1
64558,2010-01-23,MelbourneAirport,15.3,21.1,0.0,11.4,8.4,SW,54.0,SSW,S,17.0,30.0,56.0,45.0,1013.2,1015.1,7.0,3.0,17.6,19.5,No,No,0.0,1
64559,2010-01-24,MelbourneAirport,8.6,22.5,0.0,7.4,10.3,S,33.0,E,S,9.0,13.0,63.0,44.0,1016.5,1014.6,8.0,1.0,14.7,20.8,No,No,0.0,1
64560,2010-01-25,MelbourneAirport,13.6,24.3,0.0,6.6,11.2,S,33.0,SE,S,13.0,20.0,63.0,39.0,1015.2,1012.6,7.0,1.0,16.0,23.3,No,No,0.0,1
64561,2010-01-26,MelbourneAirport,11.3,25.6,0.0,7.0,9.9,S,43.0,SSW,SSE,11.0,26.0,61.0,50.0,1011.7,1012.5,7.0,1.0,16.5,23.7,No,No,0.0,1
64562,2010-01-27,MelbourneAirport,15.2,22.0,0.0,7.2,7.5,SSE,48.0,SSE,S,22.0,26.0,61.0,45.0,1016.5,1015.2,7.0,1.0,16.1,20.0,No,No,0.0,1
64563,2010-01-28,MelbourneAirport,12.0,26.5,0.0,6.6,9.0,SSW,43.0,W,SSW,15.0,20.0,75.0,43.0,1011.0,1008.5,7.0,1.0,16.2,26.1,No,No,0.0,1
64564,2010-01-29,MelbourneAirport,16.2,22.0,0.0,7.0,7.5,SSE,48.0,S,S,24.0,30.0,71.0,42.0,1015.1,1016.3,7.0,3.0,17.1,20.6,No,No,0.0,1
64565,2010-01-30,MelbourneAirport,10.3,36.1,0.0,6.8,13.1,NNE,50.0,W,N,9.0,26.0,67.0,19.0,1016.2,1011.4,0.0,1.0,16.8,34.8,No,No,0.0,1
64566,2010-01-31,MelbourneAirport,16.6,37.2,0.0,14.8,7.2,N,81.0,N,N,61.0,44.0,40.0,23.0,1010.0,1006.9,1.0,3.0,27.3,35.4,No,Yes,2.8,1
64567,2010-02-01,MelbourneAirport,15.2,23.7,2.8,10.2,11.0,S,39.0,SSE,S,15.0,28.0,67.0,36.0,1019.1,1016.6,8.0,3.0,16.6,22.7,Yes,No,0.0,2
64568,2010-02-02,MelbourneAirport,14.7,35.2,0.0,7.4,12.0,N,52.0,E,SE,11.0,20.0,59.0,20.0,1015.6,1012.6,3.0,6.0,22.9,33.7,No,No,0.0,2
64569,2010-02-03,MelbourneAirport,21.4,35.5,0.0,12.0,12.1,N,43.0,ENE,NE,19.0,13.0,35.0,21.0,1014.2,1009.7,1.0,6.0,25.8,32.6,No,No,0.0,2
64570,2010-02-04,MelbourneAirport,24.0,29.2,0.0,13.2,0.7,N,63.0,N,N,22.0,26.0,35.0,86.0,1009.3,1008.9,7.0,8.0,27.8,22.0,No,Yes,9.6,2
64571,2010-02-05,MelbourneAirport,16.0,19.0,9.6,2.2,1.6,S,43.0,SSW,SSE,19.0,31.0,97.0,78.0,1015.1,1016.7,8.0,8.0,16.1,17.0,Yes,No,0.8,2
64572,2010-02-06,MelbourneAirport,14.6,26.4,0.8,4.8,11.3,SSE,39.0,S,S,22.0,19.0,60.0,51.0,1021.5,1020.1,1.0,7.0,17.2,24.4,No,No,0.0,2
64573,2010-02-07,MelbourneAirport,12.6,32.6,0.0,5.2,13.0,SSE,31.0,SE,SSE,0.0,13.0,76.0,40.0,1022.2,1019.0,0.0,1.0,17.5,31.3,No,No,0.0,2
64574,2010-02-08,MelbourneAirport,16.0,35.6,0.0,7.2,12.8,SSE,44.0,E,S,9.0,24.0,66.0,41.0,1020.8,1018.7,1.0,1.0,25.2,34.4,No,No,0.0,2
64575,2010-02-09,MelbourneAirport,16.1,34.6,0.0,10.0,8.8,N,54.0,N,SSE,39.0,20.0,58.0,53.0,1019.4,1018.1,3.0,7.0,28.0,33.3,No,No,0.0,2
64576,2010-02-10,MelbourneAirport,18.2,34.5,0.0,8.8,3.8,WNW,59.0,E,N,7.0,22.0,71.0,50.0,1018.7,1016.0,5.0,7.0,22.1,24.1,No,Yes,2.6,2
64577,2010-02-11,MelbourneAirport,18.1,31.3,2.6,3.4,4.5,SW,72.0,WNW,NNE,9.0,20.0,67.0,64.0,1015.0,1009.4,7.0,7.0,22.4,28.6,Yes,Yes,19.8,2
64578,2010-02-12,MelbourneAirport,18.1,20.8,19.8,6.8,0.4,S,37.0,SW,S,20.0,22.0,79.0,66.0,1011.5,1012.9,8.0,8.0,18.9,18.4,Yes,No,0.0,2
64579,2010-02-13,MelbourneAirport,14.7,20.8,0.0,2.8,0.1,SSW,31.0,SSW,S,11.0,22.0,83.0,76.0,1012.2,1010.9,8.0,8.0,17.0,19.5,No,No,0.2,2
64580,2010-02-14,MelbourneAirport,16.3,26.9,0.2,1.6,7.5,SSE,43.0,SW,S,15.0,20.0,85.0,63.0,1009.2,1006.8,7.0,6.0,17.8,26.4,No,No,0.0,2
64581,2010-02-15,MelbourneAirport,17.2,26.0,0.0,5.8,7.4,SE,57.0,SE,S,28.0,30.0,72.0,50.0,1013.5,1014.3,7.0,7.0,18.7,24.7,No,No,0.0,2
64582,2010-02-16,MelbourneAirport,13.8,26.1,0.0,5.6,12.7,S,39.0,SSE,S,26.0,24.0,72.0,42.0,1017.7,1016.1,1.0,1.0,17.6,24.9,No,No,0.0,2
64583,2010-02-17,MelbourneAirport,13.8,25.3,0.0,7.4,10.8,SSE,41.0,SW,SSW,13.0,17.0,86.0,41.0,1017.7,1018.4,7.0,4.0,17.0,23.9,No,No,0.0,2
64584,2010-02-18,MelbourneAirport,15.3,25.1,0.0,7.0,11.7,SSE,33.0,SSE,SSE,20.0,20.0,64.0,48.0,1023.7,1022.0,6.0,1.0,18.1,23.7,No,No,0.0,2
64585,2010-02-19,MelbourneAirport,13.8,32.6,0.0,8.0,12.1,N,74.0,N,N,50.0,31.0,45.0,23.0,1021.3,1018.3,1.0,1.0,22.0,30.8,No,No,0.0,2
